,date,negatives,positives,ratio,negatives (t-1),positives (t-1),ratio (t-1),negatives (t-2),positives (t-2),ratio (t-2),negatives (t-3),positives (t-3),ratio (t-3),negatives (t-4),positives (t-4),ratio (t-4),negatives (t-5),positives (t-5),ratio (t-5),negatives (t-6),positives (t-6),ratio (t-6),negatives (t-7),positives (t-7),ratio (t-7),Label
0,2019-05-04,17.0,15.0,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2019-05-03,28.0,35.0,0.5555555555555556,28.0,32.0,0.5333333333333333,11.0,18.0,0.6206896551724138,15.0,11.0,0.4230769230769231,11.0,11.0,0.5,20.0,19.0,0.4871794871794872,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,1
2,2019-05-02,28.0,32.0,0.5333333333333333,11.0,18.0,0.6206896551724138,15.0,11.0,0.4230769230769231,11.0,11.0,0.5,20.0,19.0,0.4871794871794872,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,0
3,2019-05-01,11.0,18.0,0.6206896551724138,15.0,11.0,0.4230769230769231,11.0,11.0,0.5,20.0,19.0,0.4871794871794872,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,1
4,2019-04-30,15.0,11.0,0.4230769230769231,11.0,11.0,0.5,20.0,19.0,0.4871794871794872,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,23.0,22.0,0.4888888888888889,1
5,2019-04-29,11.0,11.0,0.5,20.0,19.0,0.4871794871794872,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,23.0,22.0,0.4888888888888889,19.0,23.0,0.5476190476190477,0
6,2019-04-28,20.0,19.0,0.4871794871794872,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,23.0,22.0,0.4888888888888889,19.0,23.0,0.5476190476190477,14.0,12.0,0.4615384615384616,0
7,2019-04-27,12.0,30.0,0.7142857142857143,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,23.0,22.0,0.4888888888888889,19.0,23.0,0.5476190476190477,14.0,12.0,0.4615384615384616,10.0,16.0,0.6153846153846154,1
8,2019-04-26,30.0,25.0,0.4545454545454545,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,23.0,22.0,0.4888888888888889,19.0,23.0,0.5476190476190477,14.0,12.0,0.4615384615384616,10.0,16.0,0.6153846153846154,6.0,15.0,0.7142857142857143,1
9,2019-04-25,30.0,26.0,0.4642857142857143,24.0,23.0,0.4893617021276596,23.0,22.0,0.4888888888888889,19.0,23.0,0.5476190476190477,14.0,12.0,0.4615384615384616,10.0,16.0,0.6153846153846154,6.0,15.0,0.7142857142857143,16.0,22.0,0.5789473684210527,1
