,date,negatives,positives,ratio,negatives (t-1),positives (t-1),ratio (t-1),negatives (t-2),positives (t-2),ratio (t-2),label
250,2018-05-03,48,21,0.30434782608695654,9.0,4.0,0.3076923076923077,17.0,2.0,0.10526315789473684,1
251,2018-05-02,20,7,0.25925925925925924,48.0,21.0,0.30434782608695654,9.0,4.0,0.3076923076923077,1
252,2018-05-01,20,14,0.4117647058823529,20.0,7.0,0.25925925925925924,48.0,21.0,0.30434782608695654,0
253,2018-04-30,15,6,0.2857142857142857,20.0,14.0,0.4117647058823529,20.0,7.0,0.25925925925925924,0
254,2018-04-27,12,6,0.3333333333333333,15.0,6.0,0.2857142857142857,20.0,14.0,0.4117647058823529,0
255,2018-04-26,21,6,0.2222222222222222,12.0,6.0,0.3333333333333333,15.0,6.0,0.2857142857142857,0
256,2018-04-25,28,13,0.3170731707317073,21.0,6.0,0.2222222222222222,12.0,6.0,0.3333333333333333,1
257,2018-04-24,45,25,0.35714285714285715,28.0,13.0,0.3170731707317073,21.0,6.0,0.2222222222222222,1
258,2018-04-23,13,4,0.23529411764705882,45.0,25.0,0.35714285714285715,28.0,13.0,0.3170731707317073,0
259,2018-04-20,21,12,0.36363636363636365,13.0,4.0,0.23529411764705882,45.0,25.0,0.35714285714285715,0
260,2018-04-19,18,21,0.5384615384615384,21.0,12.0,0.36363636363636365,13.0,4.0,0.23529411764705882,0
261,2018-04-18,21,11,0.34375,18.0,21.0,0.5384615384615384,21.0,12.0,0.36363636363636365,0
262,2018-04-17,23,13,0.3611111111111111,21.0,11.0,0.34375,18.0,21.0,0.5384615384615384,0
263,2018-04-16,24,6,0.2,23.0,13.0,0.3611111111111111,21.0,11.0,0.34375,1
264,2018-04-13,25,15,0.375,24.0,6.0,0.2,23.0,13.0,0.3611111111111111,1
265,2018-04-12,32,9,0.21951219512195122,25.0,15.0,0.375,24.0,6.0,0.2,0
266,2018-04-11,44,14,0.2413793103448276,32.0,9.0,0.21951219512195122,25.0,15.0,0.375,1
267,2018-04-10,79,23,0.22549019607843138,44.0,14.0,0.2413793103448276,32.0,9.0,0.21951219512195122,0
268,2018-04-09,64,18,0.21951219512195122,79.0,23.0,0.22549019607843138,44.0,14.0,0.2413793103448276,1
269,2018-04-06,89,32,0.2644628099173554,64.0,18.0,0.21951219512195122,79.0,23.0,0.22549019607843138,1
270,2018-04-05,90,33,0.2682926829268293,89.0,32.0,0.2644628099173554,64.0,18.0,0.21951219512195122,0
271,2018-04-04,80,53,0.39849624060150374,90.0,33.0,0.2682926829268293,89.0,32.0,0.2644628099173554,1
272,2018-04-03,57,13,0.18571428571428572,80.0,53.0,0.39849624060150374,90.0,33.0,0.2682926829268293,1
273,2018-04-02,83,18,0.1782178217821782,57.0,13.0,0.18571428571428572,80.0,53.0,0.39849624060150374,1
274,2018-03-29,22,10,0.3125,83.0,18.0,0.1782178217821782,57.0,13.0,0.18571428571428572,0
275,2018-03-28,73,25,0.25510204081632654,22.0,10.0,0.3125,83.0,18.0,0.1782178217821782,1
276,2018-03-27,55,20,0.26666666666666666,73.0,25.0,0.25510204081632654,22.0,10.0,0.3125,0
277,2018-03-26,70,31,0.3069306930693069,55.0,20.0,0.26666666666666666,73.0,25.0,0.25510204081632654,0
278,2018-03-23,46,22,0.3235294117647059,70.0,31.0,0.3069306930693069,55.0,20.0,0.26666666666666666,1
279,2018-03-22,78,35,0.30973451327433627,46.0,22.0,0.3235294117647059,70.0,31.0,0.3069306930693069,0
280,2018-03-21,33,19,0.36538461538461536,78.0,35.0,0.30973451327433627,46.0,22.0,0.3235294117647059,0
281,2018-03-20,14,4,0.2222222222222222,33.0,19.0,0.36538461538461536,78.0,35.0,0.30973451327433627,0
282,2018-03-19,35,21,0.375,14.0,4.0,0.2222222222222222,33.0,19.0,0.36538461538461536,1
283,2018-03-16,17,5,0.22727272727272727,35.0,21.0,0.375,14.0,4.0,0.2222222222222222,0
284,2018-03-15,29,7,0.19444444444444445,17.0,5.0,0.22727272727272727,35.0,21.0,0.375,1
285,2018-03-14,44,14,0.2413793103448276,29.0,7.0,0.19444444444444445,17.0,5.0,0.22727272727272727,1
286,2018-03-13,69,16,0.18823529411764706,44.0,14.0,0.2413793103448276,29.0,7.0,0.19444444444444445,0
287,2018-03-12,26,5,0.16129032258064516,69.0,16.0,0.18823529411764706,44.0,14.0,0.2413793103448276,0
288,2018-03-09,37,14,0.27450980392156865,26.0,5.0,0.16129032258064516,69.0,16.0,0.18823529411764706,0
289,2018-03-08,37,12,0.24489795918367346,37.0,14.0,0.27450980392156865,26.0,5.0,0.16129032258064516,1
290,2018-03-07,38,14,0.2692307692307692,37.0,12.0,0.24489795918367346,37.0,14.0,0.27450980392156865,1
291,2018-03-06,28,18,0.391304347826087,38.0,14.0,0.2692307692307692,37.0,12.0,0.24489795918367346,0
292,2018-03-05,17,12,0.41379310344827586,28.0,18.0,0.391304347826087,38.0,14.0,0.2692307692307692,1
293,2018-03-02,63,21,0.25,17.0,12.0,0.41379310344827586,28.0,18.0,0.391304347826087,1
294,2018-03-01,83,23,0.2169811320754717,63.0,21.0,0.25,17.0,12.0,0.41379310344827586,0
295,2018-02-28,46,10,0.17857142857142858,83.0,23.0,0.2169811320754717,63.0,21.0,0.25,0
296,2018-02-27,25,8,0.24242424242424243,46.0,10.0,0.17857142857142858,83.0,23.0,0.2169811320754717,0
297,2018-02-26,27,12,0.3076923076923077,25.0,8.0,0.24242424242424243,46.0,10.0,0.17857142857142858,0
298,2018-02-23,31,13,0.29545454545454547,27.0,12.0,0.3076923076923077,25.0,8.0,0.24242424242424243,1
299,2018-02-22,29,9,0.23684210526315788,31.0,13.0,0.29545454545454547,27.0,12.0,0.3076923076923077,1
300,2018-02-21,36,19,0.34545454545454546,29.0,9.0,0.23684210526315788,31.0,13.0,0.29545454545454547,1
301,2018-02-20,24,11,0.3142857142857143,36.0,19.0,0.34545454545454546,29.0,9.0,0.23684210526315788,0
302,2018-02-16,27,17,0.38636363636363635,24.0,11.0,0.3142857142857143,36.0,19.0,0.34545454545454546,0
303,2018-02-15,33,8,0.1951219512195122,27.0,17.0,0.38636363636363635,24.0,11.0,0.3142857142857143,1
304,2018-02-14,40,28,0.4117647058823529,33.0,8.0,0.1951219512195122,27.0,17.0,0.38636363636363635,1
305,2018-02-13,49,18,0.26865671641791045,40.0,28.0,0.4117647058823529,33.0,8.0,0.1951219512195122,1
306,2018-02-12,51,15,0.22727272727272727,49.0,18.0,0.26865671641791045,40.0,28.0,0.4117647058823529,1
307,2018-02-09,108,70,0.39325842696629215,51.0,15.0,0.22727272727272727,49.0,18.0,0.26865671641791045,1
308,2018-02-08,114,54,0.32142857142857145,108.0,70.0,0.39325842696629215,51.0,15.0,0.22727272727272727,1
309,2018-02-07,85,25,0.22727272727272727,114.0,54.0,0.32142857142857145,108.0,70.0,0.39325842696629215,0
310,2018-02-06,104,58,0.35802469135802467,85.0,25.0,0.22727272727272727,114.0,54.0,0.32142857142857145,0
311,2018-02-05,164,89,0.35177865612648224,104.0,58.0,0.35802469135802467,85.0,25.0,0.22727272727272727,1
312,2018-02-02,74,32,0.3018867924528302,164.0,89.0,0.35177865612648224,104.0,58.0,0.35802469135802467,0
313,2018-02-01,39,23,0.3709677419354839,74.0,32.0,0.3018867924528302,164.0,89.0,0.35177865612648224,0
314,2018-01-31,25,11,0.3055555555555556,39.0,23.0,0.3709677419354839,74.0,32.0,0.3018867924528302,1
315,2018-01-30,39,13,0.25,25.0,11.0,0.3055555555555556,39.0,23.0,0.3709677419354839,1
316,2018-01-29,20,10,0.3333333333333333,39.0,13.0,0.25,25.0,11.0,0.3055555555555556,0
317,2018-01-26,39,35,0.47297297297297297,20.0,10.0,0.3333333333333333,39.0,13.0,0.25,0
318,2018-01-25,30,18,0.375,39.0,35.0,0.47297297297297297,20.0,10.0,0.3333333333333333,1
319,2018-01-24,33,21,0.3888888888888889,30.0,18.0,0.375,39.0,35.0,0.47297297297297297,1
320,2018-01-23,14,11,0.44,33.0,21.0,0.3888888888888889,30.0,18.0,0.375,1
321,2018-01-22,18,23,0.5609756097560976,14.0,11.0,0.44,33.0,21.0,0.3888888888888889,0
322,2018-01-19,27,13,0.325,18.0,23.0,0.5609756097560976,14.0,11.0,0.44,1
323,2018-01-18,32,25,0.43859649122807015,27.0,13.0,0.325,18.0,23.0,0.5609756097560976,1
324,2018-01-17,39,33,0.4583333333333333,32.0,25.0,0.43859649122807015,27.0,13.0,0.325,0
325,2018-01-16,75,44,0.3697478991596639,39.0,33.0,0.4583333333333333,32.0,25.0,0.43859649122807015,1
326,2018-01-12,68,46,0.40350877192982454,75.0,44.0,0.3697478991596639,39.0,33.0,0.4583333333333333,0
327,2018-01-11,70,26,0.2708333333333333,68.0,46.0,0.40350877192982454,75.0,44.0,0.3697478991596639,1
328,2018-01-10,32,26,0.4482758620689655,70.0,26.0,0.2708333333333333,68.0,46.0,0.40350877192982454,1
329,2018-01-09,39,19,0.3275862068965517,32.0,26.0,0.4482758620689655,70.0,26.0,0.2708333333333333,0
330,2018-01-08,21,10,0.3225806451612903,39.0,19.0,0.3275862068965517,32.0,26.0,0.4482758620689655,1
331,2018-01-05,47,47,0.5,21.0,10.0,0.3225806451612903,39.0,19.0,0.3275862068965517,0
332,2018-01-04,33,21,0.3888888888888889,47.0,47.0,0.5,21.0,10.0,0.3225806451612903,1
333,2018-01-03,13,6,0.3157894736842105,33.0,21.0,0.3888888888888889,47.0,47.0,0.5,1
