,date,negatives,positives,ratio,negatives (t-1),positives (t-1),ratio (t-1),negatives (t-2),positives (t-2),ratio (t-2),negatives (t-3),positives (t-3),ratio (t-3),negatives (t-4),positives (t-4),ratio (t-4),negatives (t-5),positives (t-5),ratio (t-5),negatives (t-6),positives (t-6),ratio (t-6),negatives (t-7),positives (t-7),ratio (t-7),Date,Close
16,2019-04-10,31.0,36.0,0.5373134328358209,8.0,18.0,0.6923076923076923,20.0,12.0,0.375,31.0,27.0,0.4655172413793103,16.0,23.0,0.5897435897435898,17.0,11.0,0.3928571428571429,18.0,30.0,0.625,44.0,43.0,0.4942528735632184,4/10/19,276.059998
17,2019-04-09,8.0,18.0,0.6923076923076923,20.0,12.0,0.375,31.0,27.0,0.4655172413793103,16.0,23.0,0.5897435897435898,17.0,11.0,0.3928571428571429,18.0,30.0,0.625,44.0,43.0,0.4942528735632184,70.0,47.0,0.4017094017094017,4/9/19,272.309998
18,2019-04-08,20.0,12.0,0.375,31.0,27.0,0.4655172413793103,16.0,23.0,0.5897435897435898,17.0,11.0,0.3928571428571429,18.0,30.0,0.625,44.0,43.0,0.4942528735632184,70.0,47.0,0.4017094017094017,16.0,8.0,0.3333333333333333,4/8/19,273.200012
19,2019-04-05,17.0,11.0,0.3928571428571429,18.0,30.0,0.625,44.0,43.0,0.4942528735632184,70.0,47.0,0.4017094017094017,16.0,8.0,0.3333333333333333,24.0,20.0,0.4545454545454545,9.0,10.0,0.5263157894736842,15.0,24.0,0.6153846153846154,4/5/19,274.959991
20,2019-04-04,18.0,30.0,0.625,44.0,43.0,0.4942528735632184,70.0,47.0,0.4017094017094017,16.0,8.0,0.3333333333333333,24.0,20.0,0.4545454545454545,9.0,10.0,0.5263157894736842,15.0,24.0,0.6153846153846154,18.0,16.0,0.4705882352941176,4/4/19,267.779999
21,2019-04-03,44.0,43.0,0.4942528735632184,70.0,47.0,0.4017094017094017,16.0,8.0,0.3333333333333333,24.0,20.0,0.4545454545454545,9.0,10.0,0.5263157894736842,15.0,24.0,0.6153846153846154,18.0,16.0,0.4705882352941176,6.0,17.0,0.7391304347826086,4/3/19,291.809998
22,2019-04-02,70.0,47.0,0.4017094017094017,16.0,8.0,0.3333333333333333,24.0,20.0,0.4545454545454545,9.0,10.0,0.5263157894736842,15.0,24.0,0.6153846153846154,18.0,16.0,0.4705882352941176,6.0,17.0,0.7391304347826086,12.0,10.0,0.4545454545454545,4/2/19,285.880005
23,2019-04-01,16.0,8.0,0.3333333333333333,24.0,20.0,0.4545454545454545,9.0,10.0,0.5263157894736842,15.0,24.0,0.6153846153846154,18.0,16.0,0.4705882352941176,6.0,17.0,0.7391304347826086,12.0,10.0,0.4545454545454545,11.0,9.0,0.45,4/1/19,289.179993
24,2019-03-29,15.0,24.0,0.6153846153846154,18.0,16.0,0.4705882352941176,6.0,17.0,0.7391304347826086,12.0,10.0,0.4545454545454545,11.0,9.0,0.45,5.0,8.0,0.6153846153846154,9.0,8.0,0.4705882352941176,6.0,7.0,0.5384615384615384,3/29/19,279.859985
25,2019-03-28,18.0,16.0,0.4705882352941176,6.0,17.0,0.7391304347826086,12.0,10.0,0.4545454545454545,11.0,9.0,0.45,5.0,8.0,0.6153846153846154,9.0,8.0,0.4705882352941176,6.0,7.0,0.5384615384615384,17.0,11.0,0.3928571428571429,3/28/19,278.619995
26,2019-03-27,6.0,17.0,0.7391304347826086,12.0,10.0,0.4545454545454545,11.0,9.0,0.45,5.0,8.0,0.6153846153846154,9.0,8.0,0.4705882352941176,6.0,7.0,0.5384615384615384,17.0,11.0,0.3928571428571429,16.0,10.0,0.38461538461538464,3/27/19,274.829987
27,2019-03-26,12.0,10.0,0.4545454545454545,11.0,9.0,0.45,5.0,8.0,0.6153846153846154,9.0,8.0,0.4705882352941176,6.0,7.0,0.5384615384615384,17.0,11.0,0.3928571428571429,16.0,10.0,0.38461538461538464,9.0,10.0,0.5263157894736842,3/26/19,267.769989
28,2019-03-25,11.0,9.0,0.45,5.0,8.0,0.6153846153846154,9.0,8.0,0.4705882352941176,6.0,7.0,0.5384615384615384,17.0,11.0,0.3928571428571429,16.0,10.0,0.38461538461538464,9.0,10.0,0.5263157894736842,7.0,3.0,0.3,3/25/19,260.420013
29,2019-03-22,6.0,7.0,0.5384615384615384,17.0,11.0,0.3928571428571429,16.0,10.0,0.38461538461538464,9.0,10.0,0.5263157894736842,7.0,3.0,0.3,14.0,9.0,0.39130434782608703,12.0,10.0,0.4545454545454545,8.0,13.0,0.6190476190476191,3/22/19,264.529999
30,2019-03-21,17.0,11.0,0.3928571428571429,16.0,10.0,0.38461538461538464,9.0,10.0,0.5263157894736842,7.0,3.0,0.3,14.0,9.0,0.39130434782608703,12.0,10.0,0.4545454545454545,8.0,13.0,0.6190476190476191,10.0,13.0,0.5652173913043478,3/21/19,274.019989
31,2019-03-20,16.0,10.0,0.38461538461538464,9.0,10.0,0.5263157894736842,7.0,3.0,0.3,14.0,9.0,0.39130434782608703,12.0,10.0,0.4545454545454545,8.0,13.0,0.6190476190476191,10.0,13.0,0.5652173913043478,7.0,8.0,0.5333333333333333,3/20/19,273.600006
32,2019-03-19,9.0,10.0,0.5263157894736842,7.0,3.0,0.3,14.0,9.0,0.39130434782608703,12.0,10.0,0.4545454545454545,8.0,13.0,0.6190476190476191,10.0,13.0,0.5652173913043478,7.0,8.0,0.5333333333333333,8.0,10.0,0.5555555555555556,3/19/19,267.470001
33,2019-03-18,7.0,3.0,0.3,14.0,9.0,0.39130434782608703,12.0,10.0,0.4545454545454545,8.0,13.0,0.6190476190476191,10.0,13.0,0.5652173913043478,7.0,8.0,0.5333333333333333,8.0,10.0,0.5555555555555556,7.0,10.0,0.5882352941176471,3/18/19,269.48999
