,date,negatives,positives,ratio,negatives (t-1),positives (t-1),ratio (t-1),negatives (t-2),positives (t-2),ratio (t-2),negatives (t-3),positives (t-3),ratio (t-3),negatives (t-4),positives (t-4),ratio (t-4),negatives (t-5),positives (t-5),ratio (t-5),negatives (t-6),positives (t-6),ratio (t-6),negatives (t-7),positives (t-7),ratio (t-7),Date,Close
12,2019-04-16,9.0,11.0,0.55,16.0,7.0,0.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.5714285714285714,22.0,15.0,0.40540540540540543,9.0,7.0,0.4375,16.0,13.0,0.4482758620689655,4/16/19,273.359985
13,2019-04-15,16.0,7.0,0.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.5714285714285714,22.0,15.0,0.40540540540540543,9.0,7.0,0.4375,16.0,13.0,0.4482758620689655,8.0,4.0,0.3333333333333333,4/15/19,266.380005
14,2019-04-12,9.0,12.0,0.5714285714285714,22.0,15.0,0.40540540540540543,9.0,7.0,0.4375,16.0,13.0,0.4482758620689655,8.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.6060606060606061,4/12/19,267.700012
15,2019-04-11,22.0,15.0,0.40540540540540543,9.0,7.0,0.4375,16.0,13.0,0.4482758620689655,8.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.6060606060606061,31.0,23.0,0.4259259259259259,4/11/19,268.420013
16,2019-04-10,9.0,7.0,0.4375,16.0,13.0,0.4482758620689655,8.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.6060606060606061,31.0,23.0,0.4259259259259259,17.0,15.0,0.46875,4/10/19,276.059998
17,2019-04-09,16.0,13.0,0.4482758620689655,8.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.6060606060606061,31.0,23.0,0.4259259259259259,17.0,15.0,0.46875,6.0,5.0,0.4545454545454545,4/9/19,272.309998
18,2019-04-08,8.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.6060606060606061,31.0,23.0,0.4259259259259259,17.0,15.0,0.46875,6.0,5.0,0.4545454545454545,13.0,5.0,0.2777777777777778,4/8/19,273.200012
19,2019-04-05,13.0,20.0,0.6060606060606061,31.0,23.0,0.4259259259259259,17.0,15.0,0.46875,6.0,5.0,0.4545454545454545,13.0,5.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.2916666666666667,4/5/19,274.959991
20,2019-04-04,31.0,23.0,0.4259259259259259,17.0,15.0,0.46875,6.0,5.0,0.4545454545454545,13.0,5.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.2916666666666667,11.0,9.0,0.45,4/4/19,267.779999
21,2019-04-03,17.0,15.0,0.46875,6.0,5.0,0.4545454545454545,13.0,5.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.2916666666666667,11.0,9.0,0.45,12.0,6.0,0.3333333333333333,4/3/19,291.809998
22,2019-04-02,6.0,5.0,0.4545454545454545,13.0,5.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.2916666666666667,11.0,9.0,0.45,12.0,6.0,0.3333333333333333,14.0,8.0,0.3636363636363637,4/2/19,285.880005
23,2019-04-01,13.0,5.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.2916666666666667,11.0,9.0,0.45,12.0,6.0,0.3333333333333333,14.0,8.0,0.3636363636363637,13.0,12.0,0.48,4/1/19,289.179993
24,2019-03-29,17.0,7.0,0.2916666666666667,11.0,9.0,0.45,12.0,6.0,0.3333333333333333,14.0,8.0,0.3636363636363637,13.0,12.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.4736842105263158,3/29/19,279.859985
25,2019-03-28,11.0,9.0,0.45,12.0,6.0,0.3333333333333333,14.0,8.0,0.3636363636363637,13.0,12.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.4736842105263158,13.0,8.0,0.3809523809523809,3/28/19,278.619995
26,2019-03-27,12.0,6.0,0.3333333333333333,14.0,8.0,0.3636363636363637,13.0,12.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.4736842105263158,13.0,8.0,0.3809523809523809,16.0,7.0,0.3043478260869565,3/27/19,274.829987
27,2019-03-26,14.0,8.0,0.3636363636363637,13.0,12.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.4736842105263158,13.0,8.0,0.3809523809523809,16.0,7.0,0.3043478260869565,22.0,10.0,0.3125,3/26/19,267.769989
28,2019-03-25,13.0,12.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.4736842105263158,13.0,8.0,0.3809523809523809,16.0,7.0,0.3043478260869565,22.0,10.0,0.3125,16.0,11.0,0.4074074074074074,3/25/19,260.420013
29,2019-03-22,10.0,9.0,0.4736842105263158,13.0,8.0,0.3809523809523809,16.0,7.0,0.3043478260869565,22.0,10.0,0.3125,16.0,11.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.4444444444444444,3/22/19,264.529999
30,2019-03-21,13.0,8.0,0.3809523809523809,16.0,7.0,0.3043478260869565,22.0,10.0,0.3125,16.0,11.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.4444444444444444,12.0,11.0,0.4782608695652174,3/21/19,274.019989
31,2019-03-20,16.0,7.0,0.3043478260869565,22.0,10.0,0.3125,16.0,11.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.4444444444444444,12.0,11.0,0.4782608695652174,13.0,13.0,0.5,3/20/19,273.600006
32,2019-03-19,22.0,10.0,0.3125,16.0,11.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.4444444444444444,12.0,11.0,0.4782608695652174,13.0,13.0,0.5,14.0,9.0,0.39130434782608703,3/19/19,267.470001
33,2019-03-18,16.0,11.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.4444444444444444,12.0,11.0,0.4782608695652174,13.0,13.0,0.5,14.0,9.0,0.39130434782608703,10.0,18.0,0.6428571428571429,3/18/19,269.48999
34,2019-03-15,25.0,20.0,0.4444444444444444,12.0,11.0,0.4782608695652174,13.0,13.0,0.5,14.0,9.0,0.39130434782608703,10.0,18.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.4230769230769231,3/15/19,275.429993
35,2019-03-14,12.0,11.0,0.4782608695652174,13.0,13.0,0.5,14.0,9.0,0.39130434782608703,10.0,18.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.4230769230769231,21.0,22.0,0.5116279069767442,3/14/19,289.959991
36,2019-03-13,13.0,13.0,0.5,14.0,9.0,0.39130434782608703,10.0,18.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.4230769230769231,21.0,22.0,0.5116279069767442,29.0,33.0,0.532258064516129,3/13/19,288.959991
37,2019-03-12,14.0,9.0,0.39130434782608703,10.0,18.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.4230769230769231,21.0,22.0,0.5116279069767442,29.0,33.0,0.532258064516129,57.0,45.0,0.4411764705882353,3/12/19,283.359985
38,2019-03-11,10.0,18.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.4230769230769231,21.0,22.0,0.5116279069767442,29.0,33.0,0.532258064516129,57.0,45.0,0.4411764705882353,32.0,25.0,0.43859649122807015,3/11/19,290.920013
39,2019-03-08,15.0,11.0,0.4230769230769231,21.0,22.0,0.5116279069767442,29.0,33.0,0.532258064516129,57.0,45.0,0.4411764705882353,32.0,25.0,0.43859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.5094339622641509,3/8/19,284.140015
40,2019-03-07,21.0,22.0,0.5116279069767442,29.0,33.0,0.532258064516129,57.0,45.0,0.4411764705882353,32.0,25.0,0.43859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.5094339622641509,37.0,30.0,0.4477611940298508,3/7/19,276.589996
41,2019-03-06,29.0,33.0,0.532258064516129,57.0,45.0,0.4411764705882353,32.0,25.0,0.43859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.5094339622641509,37.0,30.0,0.4477611940298508,20.0,13.0,0.3939393939393939,3/6/19,276.23999
42,2019-03-05,57.0,45.0,0.4411764705882353,32.0,25.0,0.43859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.5094339622641509,37.0,30.0,0.4477611940298508,20.0,13.0,0.3939393939393939,20.0,14.0,0.4117647058823529,3/5/19,276.540009
43,2019-03-04,32.0,25.0,0.43859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.5094339622641509,37.0,30.0,0.4477611940298508,20.0,13.0,0.3939393939393939,20.0,14.0,0.4117647058823529,5.0,8.0,0.6153846153846154,3/4/19,285.359985
44,2019-03-01,26.0,27.0,0.5094339622641509,37.0,30.0,0.4477611940298508,20.0,13.0,0.3939393939393939,20.0,14.0,0.4117647058823529,5.0,8.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.3636363636363637,3/1/19,294.790009
45,2019-02-28,37.0,30.0,0.4477611940298508,20.0,13.0,0.3939393939393939,20.0,14.0,0.4117647058823529,5.0,8.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.3636363636363637,14.0,18.0,0.5625,2/28/19,319.880005
46,2019-02-27,20.0,13.0,0.3939393939393939,20.0,14.0,0.4117647058823529,5.0,8.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.3636363636363637,14.0,18.0,0.5625,8.0,10.0,0.5555555555555556,2/27/19,314.73999
47,2019-02-26,20.0,14.0,0.4117647058823529,5.0,8.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.3636363636363637,14.0,18.0,0.5625,8.0,10.0,0.5555555555555556,3.0,3.0,0.5,2/26/19,297.859985
48,2019-02-25,5.0,8.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.3636363636363637,14.0,18.0,0.5625,8.0,10.0,0.5555555555555556,3.0,3.0,0.5,0.0,0.0,0.0,2/25/19,298.769989
49,2019-02-22,7.0,4.0,0.3636363636363637,14.0,18.0,0.5625,8.0,10.0,0.5555555555555556,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.42857142857142855,2/22/19,294.709991
